"","X","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SystemAccessRate","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"14612",363228,"Warning","Policy_Violation","Suspicious",142607705,101461648,27219,36121,5,7,"False","False",167032864,22.88535,"Malicious"
"8511",212401,"Warning","PolicyViolation","Anomalous",126226337,90695166,20569,23673,4,NA,"False","True",182521196,22.91816,"Malicious"
"5728",145293,"Warning","PolicyViolation","Anomalous",122399829,127248144,29958,39675,6,6,"True","False",141727640,32.99685,"Malicious"
"16684",417074,"Warning","PolicyViolation","Anomalous",131296009,80597406,23548,42549,6,NA,"False","False",200428704,175.3162495,"Malicious"
"10929",274084,"Informational","PolicyViolation","Suspicious",154781680,97241619,27899,25272,6,NA,"False","False",121124656,31.45866,"Malicious"
"14773",367834,"Warning","PolicyViolation","Suspicious",141853883,78462610,25689,20429,7,NA,"False","False",168359975,35.4882,"Malicious"
"5169",131219,"Warning","PolicyViolation","Suspicious",155664200,95135531,28089,30518,6,5,"False","False",215733528,25.79659,"Malicious"
"12849",322298,"Warning","Policy_Violation","Suspicious",163055653,93255600,29254,-1,6,4,"False","False",157047983,38.89251,"Malicious"
"10151",254499,"Informational","PolicyViolation","Anomalous",131298954,97405320,25807,36415,6,5,"False","False",129710423,26.88231,"Malicious"
"4319",110350,"Warning","Policy_Violation","Suspicious",136520366,104159875,30563,30551,7,NA,"False","False",152378456,99999,"Malicious"
"20559",513706,"Warning","Policy_Violation","Anomalous",108515523,84949130,20513,24519,5,NA,"True","True",89926570,28.80894,"Malicious"
"1431",36145,"Warning","PolicyViolation","Anomalous",88754779,111929367,24344,31201,6,4,"False","True",140692491,32.87075,"Malicious"
"11070",277339,"Warning","Policy_Violation","Anomalous",122929623,110689853,27106,33753,6,4,"False","False",87717073,31.86561,"Malicious"
"10015",251313,"Warning","PolicyViolation","Suspicious",191421196,95417160,30543,25111,5,NA,"True","False",174729154,29.90109,"Malicious"
"12613",317060,"Warning","PolicyViolation","Anomalous",99927237,105647288,25623,35427,6,NA,"True","True",209503354,24.33089,"Malicious"
"15539",386976,"Warning","Policy_Violation","Suspicious",142964994,75286149,25969,40164,7,NA,"True","False",174079923,20.5403,"Malicious"
"589",14988,"Warning","PolicyViolation","Suspicious",156451310,104747374,27359,26672,5,NA,"False","False",86809387,28.53802,"Malicious"
"2640",67252,"Warning","Policy_Violation","Suspicious",167245060,88044965,25308,46645,5,5,"True","False",134174032,34.57631,"Malicious"
"3350",85243,"Warning","Policy_Violation","Suspicious",176898081,98365847,29816,32977,6,NA,"False","False",152328071,36.98628,"Malicious"
"6051",152769,"Warning","PolicyViolation","Suspicious",161352363,86158650,25304,23552,5,7,"False","False",127497119,35.03091,"Malicious"
"2701",68751,"Warning","PolicyViolation","Suspicious",136573896,113871617,30116,37102,6,NA,"False","False",142660103,30.3866,"Malicious"
"14303",356445,"Warning","PolicyViolation","Suspicious",127990079,81345804,25895,31303,7,NA,"False","False",183408619,38.61987,"Malicious"
"12640",317664,"Informational","PolicyViolation","Anomalous",109818756,99523475,23882,32126,5,NA,"False","True",151072346,30.2974,"Malicious"
"2339",58952,"Warning","PolicyViolation","Anomalous",154667211,103107586,25627,29057,4,4,"False","False",166434398,44.4339,"Malicious"
"5562",141337,"Warning","Policy_Violation","Suspicious",165580845,97638199,31887,-1,7,6,"False","False",195407290,24.3051,"Malicious"
"7490",187513,"Warning","Policy_Violation","Anomalous",122216203,56824105,16354,41177,5,5,"True","True",189263027,28.88152,"Malicious"
"18485",461866,"Warning","Policy_Violation","Suspicious",129411043,122839972,34526,38001,8,NA,"False","False",114081309,23.74689,"Malicious"
"17566",437827,"Warning","Policy_Violation","Suspicious",161551275,90871752,26280,38468,5,NA,"True","False",128441042,31.70847,"Malicious"
"22423",561142,"Informational","PolicyViolation","Suspicious",183988977,71201021,23400,34958,4,NA,"False","False",161867740,30.73205,"Malicious"
"16253",405805,"Warning","NormalOperation","Anomalous",131985474,97806341,25083,29064,5,5,"True","False",161684140,30.21849,"Malicious"
"13137",329536,"Warning","Policy_Violation","Suspicious",139876727,85999238,25650,33217,6,6,"True","False",160177236,22.88071,"Malicious"
"6427",161905,"Warning","PolicyViolation","Anomalous",94749870,113399677,25999,42425,6,6,"True","True",137989371,27.23645,"Malicious"
"2154",54596,"Warning","Policy_Violation","Suspicious",223457287,74688557,28010,29908,4,5,"True","False",146124932,33.66379,"Malicious"
"7774",194495,"Warning","PolicyViolation","Suspicious",130016806,87224607,26164,33180,7,5,"False","False",136033525,28.49077,"Malicious"
"19701",493253,"Warning","Policy_Violation","Anomalous",117765399,75062279,20661,37263,6,NA,"True","True",130877956,26.72484,"Malicious"
"17795",444176,"Alert","NormalOperation","Anomalous",110104838,120651502,23487,30585,4,NA,"False","True",123442116,21.44387,"Malicious"
"2411",61240,"Warning","Policy_Violation","Suspicious",155599055,106886109,29361,31711,5,NA,"False","False",88324931,99999,"Malicious"
"17027",425557,"Warning","ThreatDetected","Anomalous",118779436,79163040,19671,30414,5,NA,"False","True",167397654,25.24789,"Malicious"
"21",392,"Informational","NormalOperation","Suspicious",125045395,91218459,28105,38328,7,NA,"True","False",153369187,33.07557,"Malicious"
"3098",78782,"Informational","PolicyViolation","Suspicious",120414705,109039884,29869,40622,7,6,"False","False",124583402,28.6759,"Malicious"
"15475",385360,"Warning","PolicyViolation","Anomalous",138879805,105605173,26003,39504,5,6,"True","False",82661204,37.22103,"Malicious"
"16649",415863,"Warning","PolicyViolation","Anomalous",110684461,120766568,27850,45076,6,1,"True","True",205539389,23.63682,"Malicious"
"912",23116,"Warning","Policy_Violation","Suspicious",123057552,85003092,26143,45274,7,NA,"False","False",137892800,38.7938,"Malicious"
"8791",220192,"Informational","PolicyViolation","Anomalous",90754928,109748228,23729,32611,6,NA,"False","True",140298888,27.73323,"Malicious"
"12342",309523,"Warning","Policy_Violation","Suspicious",132239280,92067601,27838,41171,7,NA,"False","False",123333853,31.32846,"Malicious"
"15583",388139,"Warning","PolicyViolation","Suspicious",132309403,102837854,27525,34990,6,NA,"False","False",185694264,26.1207,"Malicious"
"15213",379103,"Warning","PolicyViolation","Anomalous",106632530,126635491,28805,36537,6,NA,"False","True",127164182,29.12975,"Malicious"
"12715",319422,"Warning","Policy_Violation","Anomalous",104644169,116864942,23330,35767,4,NA,"False","True",156468833,37.42343,"Malicious"
"20468",511793,"Warning","Policy_Violation","Anomalous",163461715,80302037,21958,38365,4,5,"True","False",146069607,19.65691,"Malicious"
"163",4126,"Warning","PolicyViolation","Anomalous",140978474,81373960,19567,32052,4,NA,"False","False",201549429,23.77156,"Malicious"
"9819",245928,"Warning","PolicyViolation","Suspicious",153343258,112807595,31608,27189,6,6,"True","False",176511964,26.71533,"Malicious"
"12117",304222,"Warning","ThreatDetected","Suspicious",187217732,84873842,25916,25464,4,6,"False","False",153510798,53.50982,"Malicious"
"10363",259509,"Warning","PolicyViolation","Anomalous",168021126,84849510,22883,35587,4,NA,"False","False",161048878,32.22021,"Malicious"
"1758",44498,"Warning","PolicyViolation","Anomalous",74296396,121255311,27407,33197,7,NA,"False","True",119367650,37.41896,"Malicious"
"6115",154346,"Warning","Policy_Violation","Elevated",139419620,103820918,34397,29803,8,NA,"True","False",158039339,29.05492,"Malicious"
"6228",157081,"Warning","PolicyViolation","Suspicious",180429137,110753650,30766,23019,5,NA,"True","False",115202933,32.20528,"Malicious"
"17663",440359,"Warning","NormalOperation","Anomalous",127404840,89395929,25066,28423,6,6,"False","False",184180151,29.80681,"Malicious"
"6759",170200,"Warning","ThreatDetected","Anomalous",131973807,130640978,29836,46325,5,NA,"True","False",160652524,30.83651,"Malicious"
"15207",378894,"Informational","Policy_Violation","Anomalous",160313634,66909909,19583,41875,4,6,"False","False",106998746,30.72633,"Malicious"
"11694",293113,"Warning","Policy_Violation","Suspicious",144003085,82326325,25406,24473,6,3,"True","False",194296411,25.5496,"Malicious"
"4442",113462,"Warning","NormalOperation","Suspicious",185164848,109823354,32174,43511,5,NA,"False","False",228117221,29.69165,"Malicious"
"8399",209763,"Warning","PolicyViolation","Suspicious",177486913,105871285,33106,40505,6,NA,"True","False",135511808,34.75992,"Malicious"
"6036",152310,"Warning","PolicyViolation","Anomalous",136103223,79724955,24292,29915,6,NA,"True","False",203736254,25.99261,"Malicious"
"19827",495873,"Warning","ThreatDetected","Anomalous",131093629,116562829,27399,36657,5,NA,"True","False",176760119,26.45983,"Malicious"
"12626",317379,"Warning","PolicyViolation","Suspicious",124477478,109770978,30183,39026,7,NA,"True","False",167708601,31.23282,"Malicious"
"21001",524697,"Warning","Policy_Violation","Anomalous",98814290,105103392,25874,34418,7,NA,"True","True",130859132,26.49061,"Malicious"
"4643",118193,"Warning","PolicyViolation","Suspicious",183052688,86214631,27062,31906,5,5,"True","False",141788538,33.40288,"Malicious"
"14011",350050,"Warning","Policy_Violation","Suspicious",161676958,72332798,23551,39752,5,NA,"False","False",119099690,28.70839,"Malicious"
"506",12921,"Warning","PolicyViolation","Anomalous",98717988,125624350,26672,37042,5,7,"False","True",150993913,24.94614,"Malicious"
"5239",132960,"Warning","Policy_Violation","Anomalous",110899682,107852878,26504,34317,6,NA,"True","True",161452029,22.08558,"Malicious"
"3864",98952,"Warning","PolicyViolation","Suspicious",152753857,113972615,30248,33310,5,NA,"False","False",175300458,10.04459,"Malicious"
"18944",473321,"Warning","PolicyViolation","Anomalous",106503480,96134245,21801,34660,5,NA,"True","True",143305586,34.75894,"Malicious"
"16678",416819,"Warning","PolicyViolation","Anomalous",146112405,79621076,24127,20862,6,5,"False","False",122501900,23.47353,"Malicious"
"582",14731,"Warning","PolicyViolation","Anomalous",106726525,129100360,24327,42301,4,NA,"False","True",132229958,27.39029,"Malicious"
"16579",414087,"Warning","Policy_Violation","Suspicious",144968370,101370440,30301,38009,7,6,"False","False",141548730,27.31276,"Malicious"
"16037",399430,"Warning","PolicyViolation","Suspicious",173258509,94344708,28535,24454,5,NA,"True","False",205714714,27.31446,"Malicious"
"11322",284016,"Warning","PolicyViolation","Anomalous",119045847,110902843,25997,52071,5,NA,"True","False",170038589,29.13668,"Malicious"
"11891",297984,"Warning","PolicyViolation","Suspicious",178141386,112185426,30372,38832,5,NA,"True","False",136819252,29.18579,"Malicious"
"7054",177289,"Warning","PolicyViolation","Suspicious",133764461,99749935,28451,30738,6,NA,"True","False",122614342,34.87194,"Malicious"
"11080",277598,"Warning","PolicyViolation","Anomalous",154186320,84563243,20673,27752,3,NA,"False","False",159944280,20.16559,"Malicious"
"15054",374771,"Warning","Policy_Violation","Anomalous",108802955,112860831,27480,25750,6,NA,"False","True",139523736,21.6642,"Malicious"
"12577",315956,"Warning","NormalOperation","Anomalous",116120191,118812353,25106,39226,4,NA,"False","True",129372170,35.84029,"Malicious"
"16291",406696,"Warning","Policy_Violation","Suspicious",157946005,71454510,24256,27969,6,6,"False","False",164833361,38.01117,"Malicious"
"22082",552260,"Warning","PolicyViolation","Suspicious",147734194,100259387,26991,41767,5,6,"True","False",127838775,29.83248,"Malicious"
"471",12069,"Informational","PolicyViolation","Suspicious",181230032,63104934,22758,21446,5,5,"True","False",145766441,25.89428,"Malicious"
"15448",384825,"Warning","PolicyViolation","Suspicious",164555211,81177893,24820,35276,5,NA,"True","False",133373162,29.85448,"Malicious"
"8826",221350,"Alert","Policy_Violation","Suspicious",189247285,96384372,26975,30248,4,NA,"True","False",126724844,30.55132,"Malicious"
"4160",106747,"Warning","PolicyViolation","Anomalous",113817756,105791046,24417,22648,5,5,"True","True",150096095,23.87639,"Malicious"
"6399",161274,"Warning","PolicyViolation","Anomalous",158719342,105244015,23094,46317,3,5,"False","False",140128014,25.0576,"Malicious"
"2506",63529,"Warning","NormalOperation","Anomalous",146216531,97671223,24562,39491,5,6,"False","False",151037234,30.26518,"Malicious"
"6712",169097,"Warning","NormalOperation","Suspicious",191457402,84671001,25143,33356,4,4,"True","False",136692454,40.95825,"Malicious"
"20016",500220,"Warning","PolicyViolation","Anomalous",160201048,98700286,23388,34345,3,NA,"False","False",196603277,24.06895,"Malicious"
"11851",297084,"Warning","PolicyViolation","Suspicious",155962090,82407144,28194,32200,7,NA,"True","False",176733368,35.37101,"Malicious"
"19370",484906,"Warning","Policy_Violation","Suspicious",161223942,116489600,31071,34739,5,NA,"True","False",125819690,99999,"Malicious"
"436",11267,"Warning","PolicyViolation","Suspicious",174215883,120889499,34383,33735,6,6,"True","False",194509135,23.00264,"Malicious"
"22607",565667,"Warning","PolicyViolation","Suspicious",184829054,106052039,26982,38758,3,6,"True","False",163884553,29.50348,"Malicious"
"11742",294289,"Warning","PolicyViolation","Suspicious",129589145,100633255,27779,30131,6,NA,"True","False",229369804,22.2004,"Malicious"
"5174",131295,"Warning","PolicyViolation","Suspicious",186690523,89841541,26696,34863,4,6,"True","False",137061904,16.97624,"Malicious"
"19783",494944,"Warning","PolicyViolation","Anomalous",98519730,114854572,26499,35731,6,7,"True","True",109076994,36.53696,"Malicious"
"19265",482278,"Alert","NormalOperation","Anomalous",179717070,59251547,19047,29670,4,NA,"False","False",193685499,29.95942,"Malicious"
"17555",437642,"Warning","PolicyViolation","Anomalous",137959824,118345143,27086,42543,4,NA,"True","False",156275391,99999,"Malicious"
"15759",392409,"Warning","PolicyViolation","Anomalous",154332156,90545653,25295,34762,5,5,"False","False",147416252,28.61402,"Malicious"
"20465",511756,"Warning","Policy_Violation","Suspicious",149413925,97473788,26465,32283,5,NA,"False","False",156384959,27.78141,"Malicious"
"18156",453676,"Warning","PolicyViolation","Anomalous",88941094,107384531,24230,33377,6,5,"True","True",229258197,25.3149,"Malicious"
"3749",95711,"Warning","PolicyViolation","Anomalous",144598676,131051442,29405,25949,4,NA,"False","False",124884984,38.80762,"Malicious"
"1764",44564,"Warning","PolicyViolation","Anomalous",96983328,101666492,23842,23772,6,5,"False","True",147453199,99999,"Malicious"
"17848",445310,"Warning","Policy_Violation","Suspicious",135453039,101589699,29233,28202,7,6,"False","False",154884648,31.20079,"Malicious"
"10792",270621,"Warning","Policy_Violation","Suspicious",179794221,91932312,28941,28764,5,5,"False","False",118622245,17.05139,"Malicious"
"12451",312109,"Warning","PolicyViolation","Anomalous",130126555,90234677,24142,23996,6,6,"True","False",138888726,24.67333,"Malicious"
"1010",25415,"Warning","PolicyViolation","Anomalous",175089725,69392013,21123,26036,4,NA,"True","False",169770451,37.0981,"Malicious"
"15314",381368,"Warning","NormalOperation","Suspicious",142803663,92978164,26974,27333,6,NA,"True","False",165655622,134.344343,"Malicious"
"11259",282317,"Warning","PolicyViolation","Suspicious",85225714,147760836,35697,26021,8,NA,"True","False",139419066,45.84912,"Malicious"
"16165",403306,"Warning","PolicyViolation","Suspicious",163271186,85053495,25711,23962,5,NA,"True","False",173732813,99999,"Malicious"
"1103",27662,"Warning","PolicyViolation","Suspicious",178452650,86615442,30654,32206,7,NA,"True","False",179770569,22.45308,"Malicious"
"16627",415327,"Warning","Policy_Violation","Suspicious",183500248,86373520,28706,26876,6,NA,"False","False",196831027,29.6326,"Malicious"
"18388",459301,"Warning","PolicyViolation","Anomalous",134575797,100901312,23869,44664,4,NA,"False","False",177688389,29.3492,"Malicious"
"19681",492661,"Warning","Policy_Violation","Anomalous",122629310,97886515,25753,32541,6,NA,"False","False",178765515,25.48069,"Malicious"
"17926",447310,"Warning","PolicyViolation","Anomalous",124459968,92446430,25164,30656,6,5,"True","False",197410855,42.50177,"Malicious"
"5652",143228,"Warning","PolicyViolation","Anomalous",140210394,117010928,27260,23887,4,NA,"False","False",146512743,39.0015,"Malicious"
"4252",108943,"Warning","Policy_Violation","Anomalous",133472731,86363908,23687,33277,6,6,"False","False",147819158,29.6776,"Malicious"
"8950",223871,"Warning","NormalOperation","Anomalous",108804191,128054364,30166,29765,6,7,"False","False",153746568,99999,"Malicious"
"5620",142642,"Warning","PolicyViolation","Suspicious",187628058,112263811,33574,-1,6,NA,"True","False",217661663,41.97787,"Malicious"
"15728",391561,"Warning","PolicyViolation","Anomalous",164182087,82330791,22732,39901,4,NA,"True","False",153623494,33.33697,"Malicious"
"7475",187133,"Warning","PolicyViolation","Anomalous",70206717,130724300,25968,36221,6,NA,"False","True",101378852,35.94708,"Malicious"
"22093",552529,"Warning","Policy_Violation","Anomalous",147199767,104228212,25170,32461,4,4,"False","False",200555519,29.48339,"Malicious"
"3101",78861,"Warning","PolicyViolation","Anomalous",139561743,84997457,24544,28143,6,7,"True","False",162401456,36.69061,"Malicious"
"14965",372565,"Warning","PolicyViolation","Suspicious",130268133,106935469,27876,-1,6,5,"True","False",166764897,35.44658,"Malicious"
"15827",394493,"Warning","PolicyViolation","Anomalous",106311377,132166912,29734,30216,6,7,"True","True",197677203,29.6878,"Malicious"
"16196",404405,"Warning","PolicyViolation","Anomalous",125798309,132351439,30147,37246,6,4,"False","False",164432327,37.08534,"Malicious"
"15755",392306,"Warning","PolicyViolation","Suspicious",110994096,108936036,28608,30866,7,6,"False","False",152271097,34.47596,"Malicious"
"9836",246249,"Warning","PolicyViolation","Elevated",129837645,210189767,45691,28326,6,6,"True","False",204098102,41.05984,"Malicious"
"18105",452153,"Warning","PolicyViolation","Anomalous",140616902,97720100,25149,28691,5,5,"False","False",219954776,29.51684,"Malicious"
"2925",74398,"Warning","PolicyViolation","Suspicious",198261812,95677226,27530,33277,4,5,"True","False",146226575,26.5033,"Malicious"
"1992",50544,"Warning","PolicyViolation","Suspicious",171204492,85589544,26142,-1,5,6,"True","False",133396456,22.42975,"Malicious"
"21018",525182,"Warning","PolicyViolation","Anomalous",171731940,83822223,21840,-1,3,8,"False","False",173552268,32.37336,"Malicious"
"17090",426906,"Warning","Policy_Violation","Anomalous",97605732,97779816,26774,47600,7,NA,"False","False",138246236,30.92579,"Malicious"
"3488",88421,"Warning","PolicyViolation","Suspicious",194823526,75013030,24854,36783,4,NA,"True","False",213596381,26.10237,"Malicious"
"404",10334,"Warning","Policy_Violation","Suspicious",127961017,157753129,34299,28732,5,NA,"False","False",102300144,31.62707,"Malicious"
"11811",295896,"Warning","Policy_Violation","Suspicious",206038860,75800797,24657,35144,4,NA,"True","False",131399829,26.45103,"Malicious"
"38",1002,"Warning","Policy_Violation","Suspicious",100168624,132322598,34741,25666,8,4,"False","False",178823315,28.67186,"Malicious"
"14653",364407,"Informational","PolicyViolation","Suspicious",196928914,65383561,25180,41231,5,3,"False","False",180130799,34.50553,"Malicious"
"14200",354038,"Alert","PolicyViolation","Anomalous",123870128,98672346,22912,23842,5,NA,"False","True",182202052,18.06301,"Malicious"
"1926",48749,"Informational","PolicyViolation","Suspicious",142039643,86979881,26889,34983,6,7,"True","False",176114500,30.93904,"Malicious"
"19855",496588,"Warning","Policy_Violation","Anomalous",160669576,91583176,24214,32411,4,NA,"False","False",139379901,30.35355,"Malicious"
"15360",382677,"Warning","PolicyViolation","Anomalous",105416850,126273670,27329,35303,5,NA,"True","True",139080669,27.35411,"Malicious"
"4337",110670,"Warning","Policy_Violation","Anomalous",91583136,109586959,23711,26383,6,5,"True","True",167963925,34.66608,"Malicious"
"7098",178165,"Warning","PolicyViolation","Anomalous",155363437,81248278,22776,30726,5,NA,"True","False",168988119,25.80363,"Malicious"
"20673",516583,"Warning","PolicyViolation","Anomalous",118489002,100974787,24623,32978,5,NA,"False","True",134455307,28.49598,"Malicious"
"7409",185691,"Warning","PolicyViolation","Anomalous",143744145,86178554,23401,30475,5,6,"True","False",151532351,33.66105,"Malicious"
"20943",523142,"Warning","PolicyViolation","Anomalous",157477050,96163476,24755,18116,4,NA,"False","False",136695942,26.06944,"Malicious"
"21286",531512,"Warning","PolicyViolation","Anomalous",107431105,113988879,27507,32424,6,NA,"False","True",104244139,33.99217,"Malicious"
"16432",410611,"Warning","NormalOperation","Anomalous",93873297,125399299,26873,26082,5,NA,"True","True",193976416,27.78473,"Malicious"
"10113",253554,"Warning","PolicyViolation","Anomalous",118471780,111685286,23256,30653,4,6,"False","True",150457369,30.08535,"Malicious"
"18528",462817,"Warning","Policy_Violation","Suspicious",138028814,113454533,28425,37518,5,7,"True","False",194195572,28.05666,"Malicious"
"10769",270092,"Warning","PolicyViolation","Anomalous",94388183,96925224,23287,33822,6,NA,"True","True",101009645,99999,"Malicious"
"14247",355239,"Warning","PolicyViolation","Suspicious",158011046,84621327,25339,31142,5,NA,"False","False",151679873,30.25628,"Malicious"
"8535",213012,"Warning","PolicyViolation","Anomalous",177174816,92400406,23212,21685,3,NA,"False","False",98354770,30.48884,"Malicious"
"22426",561283,"Warning","NormalOperation","Anomalous",101175044,104760245,27289,32134,7,6,"False","True",231766172,99999,"Malicious"
"15234",379735,"Warning","Policy_Violation","Anomalous",100641195,116845931,27990,41940,6,5,"False","True",142688929,40.70353,"Malicious"
